Title,Date Time,Category
Medical body criticises NMCâ€™s new logo with image of Ayurveda god,"Updated on Dec 04, 2023 08:44 AM IST",india news
Kuki officials stand ground in Meitei-dominated Imphal,"Updated on Dec 04, 2023 08:42 AM IST",india news
Mizoram assembly poll results to be out today,"Updated on Dec 04, 2023 05:45 AM IST",india news
"As Congress bolsters presence in South, itâ€™s losing grip in North","Updated on Dec 04, 2023 09:38 AM IST",india news
Congress faces tough INDIA bloc equation after defeat,"Updated on Dec 04, 2023 05:36 AM IST",india news
What the 2023 assembly results mean for key leaders,"Updated on Dec 04, 2023 01:21 AM IST",india news
"Caste to welfare, all cards fall flat for Congress in heartland","Updated on Dec 04, 2023 01:24 AM IST",india news
"BJP improves tally in Marwar and Jaipur, retains hold in Mewar belt","Updated on Dec 04, 2023 01:22 AM IST",india news
Madhya Pradesh election: Flagship welfare schemes help BJP register victory,"Updated on Dec 04, 2023 05:39 AM IST",india news
"Husband vs wife, uncles vs nieces contests in 4 seats in Raj. How they fared","Updated on Dec 04, 2023 12:51 AM IST",india news
How BJP scripted history to wrest back state from Baghelâ€™s Congress,"Updated on Dec 04, 2023 08:20 AM IST",india news
Unsavoury words were used against me... MP results have silenced them: Scindia,"Updated on Dec 04, 2023 02:28 AM IST",india news
Assembly polls: The inability to retain mandate haunts Congress,"Updated on Dec 04, 2023 02:12 AM IST",india news
The comeback in Chhattisgarh,"Updated on Dec 04, 2023 01:07 AM IST",india news
"In Rajasthan, local anti-incumbency against MLAs reason for Congress loss: Data","Updated on Dec 04, 2023 12:09 PM IST",india news
Gehlot tried but stateâ€™s political tradition remains too strong,"Updated on Dec 04, 2023 07:54 AM IST",india news
Madhya Pradesh election 2023: Multi-pronged strategy powers BJP,"Updated on Dec 04, 2023 05:37 AM IST",india news
Rajasthan: The BJPâ€™s gambit pays off,"Updated on Dec 04, 2023 05:44 AM IST",india news
"Agra activist drafts charter of demands for road safety, traffic mgmt","Updated on Dec 04, 2023 07:40 AM IST",india news
Modiâ€™s guarantees ensured credibility among the people: Raman Singh,"Updated on Dec 04, 2023 07:42 AM IST",india news
"Anti-incumbency, graft claims halt BRS hat-trick","Updated on Dec 04, 2023 07:36 AM IST",india news
BJP central team took reins of campaign to cement win,"Updated on Dec 04, 2023 07:34 AM IST",india news
N/A,"Updated on Dec 04, 2023 01:48 AM IST",india news
Multiple names figure in race for Rajasthan CMâ€™s post,"Updated on Dec 04, 2023 07:30 AM IST",india news
BJPâ€™s tribal outreach key to Hindi heartland sweep,"Updated on Dec 04, 2023 07:28 AM IST",india news
Decoding the mechanics of the Congress win in Telangana,"Updated on Dec 04, 2023 02:20 AM IST",india news
"Misfired OBC gambit, infighting: How to lose a mandate in 5 years","Updated on Dec 04, 2023 07:22 AM IST",india news
"Expansion of HC jurisdiction: OBA to constitute lawyersâ€™ panel,file petition in SC","Updated on Dec 04, 2023 07:16 AM IST",india news
Breaking down the math of an unprecedented result in Chhattisgarh,"Updated on Dec 04, 2023 05:48 AM IST",india news
Welfare pitch helps Congress win its second southern state,"Updated on Dec 04, 2023 07:14 AM IST",india news
Half the countries in world lack adequate multi-hazard early warning systems: Report,"Updated on Dec 04, 2023 07:02 AM IST",india news
"Hat-trick points to a hat-trick in 2024, says Modi","Updated on Dec 04, 2023 06:58 AM IST",india news
"After landmark moves, climate talks hit again over coal, fossil fuel action","Updated on Dec 04, 2023 06:54 AM IST",india news
"Lotus blooms, Cong wilts","Updated on Dec 04, 2023 06:50 AM IST",india news
Assembly election results: How BJPâ€™s gambit paid off in Rajasthan,"Published on Dec 04, 2023 12:12 AM IST",india news
Assembly election results: How BJPâ€™s gambit paid off in Rajasthan,"Updated on Dec 04, 2023 06:39 AM IST",india news
"As BJP wins 3 states & Cong wins Telangana, here's what exit polls had predicted","Updated on Dec 04, 2023 12:02 AM IST",india news
MP election results: Union minister Faggan Kulaste among big losers,"Updated on Dec 03, 2023 11:59 PM IST",india news
Telangana election results: Owaisi-led AIMIM retains seven seats in Hyderabad,"Published on Dec 03, 2023 11:26 PM IST",india news
BJP secures trifecta in Hindi heartland; Telangana to get its first non-BRS govt,"Published on Dec 03, 2023 11:11 PM IST",india news
Why BJPâ€™s spectacular victory in MP is also a negative vote for Opposition,"Published on Dec 03, 2023 10:43 PM IST",india news
"In Congressâ€™s Telangana victory, five features that stand out","Updated on Dec 03, 2023 10:35 PM IST",india news
What BJP's wins in 3 states mean for 2024 Lok Sabha elections,"Updated on Dec 04, 2023 05:36 AM IST",india news
"Revanth Reddy-led Congress delegation meets Governor, stakes claim to form govt","Updated on Dec 03, 2023 10:20 PM IST",india news
"India, Maldives still in discussions on continued operation of Indian aircraft","Updated on Dec 03, 2023 09:54 PM IST",india news
"Win some, lose some: How Bharat Jodo Yatra shaped assembly results?","Updated on Dec 03, 2023 09:07 PM IST",india news
Mobile internet ban lifted in most areas of Manipur after 7 months,"Updated on Dec 03, 2023 08:53 PM IST",india news
"On BJP's Rajasthan election win, PM Modi broke this rule reaction","Updated on Dec 03, 2023 08:54 PM IST",india news
"Woman, son killed after being hit by tractor in UP's Fatehpur","Updated on Dec 03, 2023 08:25 PM IST",india news
â€˜Given hat-trick guarantee for 2024': PM after BJP's â€˜historicâ€™ win in 3 states,"Published on Dec 03, 2023 08:01 PM IST",india news
ED files police complaint against DVAC over â€˜illegalâ€™ search at its Madurai office,"Updated on Dec 03, 2023 08:35 PM IST",india news
â€˜Only 1%â€™: Voters show minimal interest in NOTA option in assembly polls,"Published on Dec 03, 2023 07:33 PM IST",india news
N/A,"Published on Dec 03, 2023 07:28 PM IST",india news
"BJP's â€˜giant-killerâ€™ who beat Revanth Reddy, KCR: Who is Katipally Ramana Reddy?","Published on Dec 03, 2023 07:18 PM IST",india news
"PM says poll outcome win for â€˜Aatmanirbhartaâ€™, attacks Oppn's caste census push","Published on Dec 03, 2023 07:18 PM IST",india news
Ex-PM Deve Gowda congratulates BJP after party leads in 3 states,"Updated on Dec 03, 2023 07:20 PM IST",india news
Revanth Reddy told Telangana Police swearing-in ceremony tomorrow: Report,"Updated on Dec 03, 2023 07:11 PM IST",india news
"Poll results in heartland unexpected, will continue working for people: Gehlot","Published on Dec 03, 2023 06:36 PM IST",india news
"After BJP's big win, Piyush Goyal takes â€˜Moye Moyeâ€™ dig at Rahul Gandhi. Video","Published on Dec 03, 2023 06:36 PM IST",india news
Who is IPS officer Anjani Kumar? 5 points about Telangana DGP suspended by EC,"Published on Dec 03, 2023 06:32 PM IST",india news
â€˜New India votes onâ€¦â€™: Amit Shahâ€™s â€˜appeasementâ€™ dig at Congress,"Published on Dec 03, 2023 06:19 PM IST",india news
"The Big Verdict with HT: Reddy Set Go, Modi Magic and moreâ€¦","Published on Dec 03, 2023 06:18 PM IST",india news
'INDIA can't win if situation remains same': Omar Abdullah on poll results,"Published on Dec 03, 2023 06:14 PM IST",india news
"Anti-incumbency, allegations of family rule, corruption mar KCRâ€™s chances","Published on Dec 03, 2023 06:12 PM IST",india news
â€˜Exactly 20 years agoâ€¦â€™: Jairam Ramesh pins hope on past pattern after Cong rout,"Published on Dec 03, 2023 05:57 PM IST",india news
'Chhattisgarh was just an ATM for Congress': Smriti Irani on BJP's victory,"Published on Dec 03, 2023 05:41 PM IST",india news
â€˜Battle of ideology will continueâ€™: Rahul Gandhi accepts defeat in 3 states,"Updated on Dec 03, 2023 05:38 PM IST",india news
"Kamal Nath concedes defeat in Madhya Pradesh, says â€˜will analyze the loopholesâ€™","Published on Dec 03, 2023 05:24 PM IST",india news
Chhattisgarh: Arun Sao among leading contenders for chief ministerâ€™s post,"Published on Dec 03, 2023 05:20 PM IST",india news
"Twist in Telangana poll tale, BJP's Reddy, not Revanth Reddy defeats KCR","Updated on Dec 03, 2023 07:00 PM IST",india news
"Kharge vows to overcome temporary setbacks, prepare fully for national polls","Published on Dec 03, 2023 04:50 PM IST",india news
â€˜We bow to janta janardhanâ€™: PM Modi greets people as BJP leads in 3 of 4 states,"Updated on Dec 03, 2023 04:45 PM IST",india news
â€˜Dedicate win to Telanganaâ€™s martyrs': Revanth Reddy on Cong's victory in state,"Updated on Dec 03, 2023 04:48 PM IST",india news
Gehlot says his govt failed despite working for public. He has a message for BJP,"Updated on Dec 03, 2023 05:07 PM IST",india news
"Who is Diya Kumari, Jaipur princess who won Rajasthan polls by 71,368 votes?","Published on Dec 03, 2023 04:32 PM IST",india news
"â€˜Disappointingâ€™: Kharge on poll results in north, thanks people for Telangana","Published on Dec 03, 2023 04:31 PM IST",india news
"Who will be CM of MP, Rajasthan, Chhattisgarh, Telangana? Check possible names","Updated on Dec 03, 2023 04:28 PM IST",india news
"After Congress poll debacle, INDIA ally TMC claims 'leadership' in battle vs BJP","Published on Dec 03, 2023 04:14 PM IST",india news
â€˜Bye-bye KCRâ€™: Congress workers chant in support of Revanth Reddy,"Published on Dec 03, 2023 03:58 PM IST",india news
"Who is Sunil Kanugolu, Congress poll strategist responsible for Telangana win?","Published on Dec 03, 2023 03:29 PM IST",india news
"BRS concedes defeat in Telangana, KTR Rao congratulates Congress","Updated on Dec 03, 2023 03:45 PM IST",india news
BJP celebrates victory in Hindi heartland; Telangana chants â€˜CM-CMâ€™ for Reddy,"Published on Dec 03, 2023 03:18 PM IST",india news
N/A,"Published on Dec 03, 2023 03:08 PM IST",india news
"BJP on way to rule 12 states on its own, Congress down to three","Published on Dec 03, 2023 02:53 PM IST",india news
Revanth Reddy: The man who steered Congress campaign in Telangana,"Updated on Dec 03, 2023 03:16 PM IST",india news
"BJP leading in Hindi heartland states, Congress set to wrest power in Telangana","Published on Dec 03, 2023 02:28 PM IST",india news
MP election results 2023: CM house staffer congratulates Chouhan; offers rose,"Published on Dec 03, 2023 02:26 PM IST",india news
Leader behind â€˜mission Telanganaâ€™: A look back on KCR's political journey,"Published on Dec 03, 2023 02:24 PM IST",india news
Telangana election: Congress leading in Nagarjuna Sagar assembly constituency,"Updated on Dec 03, 2023 02:23 PM IST",india news
Elections results: BJP ahead of Asaduddin Owaisi's AIMIM in Telangana,"Updated on Dec 03, 2023 02:19 PM IST",india news
Shivraj Chouhan's son credits this BJP leader for saffron party's lead in MP,"Updated on Dec 03, 2023 02:03 PM IST",india news
5 factors that helped BJP trounce Cong in Madhya Pradesh,"Updated on Dec 03, 2023 01:37 PM IST",india news
"â€˜Not able to build party in South', Union min wishes for better results in LS","Published on Dec 03, 2023 01:24 PM IST",india news
"BJP 3, Congress 0 in Hindi heartland; heartbreak for BRS in Telangana. Updates","Published on Dec 03, 2023 01:13 PM IST",india news
'Abusing Sanatana Dharma...': Venkatesh Prasad hails BJP's 'landslide victory',"Published on Dec 03, 2023 01:07 PM IST",india news
"MP election results: â€˜Digvijay Singh & Kamal Nath are historyâ€™, says Vaishnaw","Published on Dec 03, 2023 01:03 PM IST",india news
Who is Revanth Reddy? Telangana Congress chief leading ahead of KCR,"Published on Dec 03, 2023 12:54 PM IST",india news
Raman Singh credits PM Modi as BJP set to regain Chhattisgarh after 2018 defeat,"Published on Dec 03, 2023 12:44 PM IST",india news
"Rajasthan election results: LoP Rajendra Rathore, Cong's CP Joshi trailing","Updated on Dec 03, 2023 01:26 PM IST",india news
"Rajasthan: Raje, Shekhawat, Meghwal among contenders for CMâ€™s post","Updated on Dec 03, 2023 01:59 PM IST",india news
6 factors that helped Cong swing Telangana,"Updated on Dec 03, 2023 01:08 PM IST",india news
"Amid Congress' lead in Telangana, party leader says â€˜It's a fair rewardâ€™","Published on Dec 03, 2023 12:10 PM IST",india news
Rajasthan result 2023: What happened to Sachin Pilot's Gujjar vote bank?,"Updated on Dec 03, 2023 04:21 PM IST",india news
INDIA bloc likely to meet in Delhi on Dec 6 to sketch out strategy for LS polls,"Published on Dec 03, 2023 11:47 AM IST",india news
"MP election results 2023: Ministers Faggan Kulaste, Narottam Mishra trailing","Updated on Dec 03, 2023 11:53 AM IST",india news
Madhya Pradesh poll results: Shivraj Chouhan credits PM Modi for massive MP lead,"Published on Dec 03, 2023 11:28 AM IST",india news
"Telangana Election Results 2023: CM KCR trailing from Kamareddy, leads in Gajwel","Updated on Dec 03, 2023 03:05 PM IST",india news
Rajasthan Election Results 2023: Full list of Congress winning candidates,"Updated on Dec 03, 2023 11:44 PM IST",india news
Congress workers celebrate as party leads over BRS in Telangana,"Published on Dec 03, 2023 11:03 AM IST",india news
"Revanth Reddy new Telangana CM, announces Wikipedia","Updated on Dec 03, 2023 11:48 AM IST",india news
'People's blessings will be with BJP': Scindia as party leads in MP,"Published on Dec 03, 2023 10:48 AM IST",india news
Rajasthan Assembly Election Results 2023: Full list of BJP winning candidates,"Updated on Dec 03, 2023 11:50 PM IST",india news
N/A,"Published on Dec 03, 2023 10:30 AM IST",india news
â€˜Will win over 135 seatsâ€™: BJP Rajasthan chief as party leads in early trends,"Published on Dec 03, 2023 10:29 AM IST",india news
Cliffhanger in Chhattisgarh; BJP surge in 2 states; Cong jolt to BRS: Key points,"Updated on Dec 03, 2023 10:43 AM IST",india news
"Elections 2023: BJP leads Madhya Pradesh in early trends, Cong behind","Updated on Dec 03, 2023 10:17 AM IST",india news
Madhya Pradesh Election Results 2023: Full list of BJP winning candidates,"Published on Dec 03, 2023 09:57 AM IST",india news
Madhya Pradesh Election Results 2023: Full list of Congress winning candidates,"Published on Dec 03, 2023 09:57 AM IST",india news
Rajasthan assembly election results 2023: BJP lead crosses half-way mark,"Published on Dec 03, 2023 09:49 AM IST",india news
"Election results: Resurgent Cong ahead in Telangana, BJP in Raj, MP","Updated on Dec 03, 2023 10:08 AM IST",india news
"Cyclone Michaung: IMD issues Orange alert for Andhra Pradesh, Tamil Nadu coasts","Updated on Dec 03, 2023 09:50 AM IST",india news
